"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
8.690601215E1,1.948365927E0,-1.935374737E0,-6.239593029E-1
8.691100408E1,1.975089073E0,-2.012964725E0,-6.227145195E-1
8.691599601E1,1.996759892E0,-2.057018757E0,-6.157056093E-1
8.692098794E1,1.994304657E0,-2.139311790E0,-5.933811665E-1
8.692597986E1,1.967760324E0,-2.197629929E0,-5.939064622E-1
8.693097179E1,1.931513429E0,-2.212877274E0,-6.267516613E-1
8.693596372E1,1.885525942E0,-2.237715721E0,-6.680172086E-1
8.694095570E1,1.882361889E0,-2.205184937E0,-7.703090906E-1
8.694594768E1,1.845454454E0,-2.158387184E0,-8.477175832E-1
8.695093965E1,1.827564955E0,-2.073415279E0,-9.434019327E-1
8.695593163E1,1.819002986E0,-1.969460011E0,-9.615886807E-1
8.696092361E1,1.800598502E0,-1.856109142E0,-9.598172903E-1
8.696591559E1,1.791397333E0,-1.738169193E0,-9.045184851E-1
8.697090757E1,1.805750132E0,-1.620432854E0,-8.864330053E-1
8.697589955E1,1.824459076E0,-1.531607628E0,-8.908758759E-1
8.698089153E1,1.823556781E0,-1.385574341E0,-9.322057962E-1
8.698588351E1,1.755246282E0,-1.225437164E0,-9.435600042E-1
8.699087549E1,1.681577444E0,-1.041661263E0,-9.107702374E-1
8.699586747E1,1.597564936E0,-8.199453354E-1,-7.286757231E-1
8.700085945E1,1.527182817E0,-5.651178360E-1,-5.359358788E-1
8.700585142E1,1.422485471E0,-2.867994308E-1,-3.035957813E-1
8.701084340E1,1.350615501E0,-1.849365234E-2,-3.103612363E-2
8.701583538E1,1.292328119E0,2.780752182E-1,1.718499064E-1
8.702082736E1,1.305078030E0,4.976711273E-1,3.198587894E-1
8.702581934E1,1.302667141E0,6.691036224E-1,3.651924729E-1
8.703081132E1,1.294506073E0,8.928680420E-1,2.934300601E-1
8.703580330E1,1.251748085E0,1.173699379E0,1.709913015E-1
8.704079528E1,1.202885151E0,1.530652046E0,1.121740267E-1
8.704578726E1,1.152669430E0,1.987557411E0,2.312910408E-1
8.705077924E1,1.067272663E0,2.467741966E0,4.610056281E-1
8.705577122E1,1.013431668E0,3.057250023E0,7.534652948E-1
8.706076320E1,9.096344709E-1,3.789413452E0,1.065461993E0
8.706575518E1,7.220264673E-1,4.754887581E0,1.329639196E0
8.707074715E1,5.221052170E-1,5.862475395E0,1.578139305E0
8.707573913E1,3.962501884E-1,7.126344681E0,1.923884034E0
8.708073111E1,2.348309755E-1,8.417161942E0,2.403054237E0
8.708572309E1,1.295935512E-1,9.634477615E0,2.932792425E0
8.709071507E1,-2.197210193E-1,1.060627270E1,3.330916166E0
8.709570705E1,-8.305454850E-1,1.092166519E1,3.239120483E0
8.710069903E1,-1.839544058E0,9.940771103E0,2.563336134E0
8.710569101E1,-2.900747776E0,8.033554077E0,1.754920006E0
8.711068299E1,-3.832059145E0,6.033373833E0,1.174975395E0
8.711567497E1,-4.514388084E0,4.270355225E0,5.147978663E-1
8.712066695E1,-5.092135429E0,2.854191780E0,-3.906206191E-1
8.712565893E1,-5.689990044E0,1.789255142E0,-1.362106323E0
8.713065090E1,-6.279588223E0,1.032079697E0,-2.369508505E0
8.713564288E1,-6.707962036E0,5.631694794E-1,-3.499142885E0
8.714063486E1,-6.999797821E0,2.242727280E-1,-4.471317768E0
8.714562684E1,-6.922211170E0,-1.044960022E-1,-4.963918686E0
8.715061882E1,-6.256972313E0,-4.950542450E-1,-4.922075748E0
8.715561080E1,-4.823531151E0,-8.852262497E-1,-4.576544762E0
8.716060278E1,-3.335262060E0,-1.155449867E0,-4.080514908E0
8.716559476E1,-2.137122154E0,-1.224615097E0,-3.466940165E0
8.717058674E1,-1.095268965E0,-1.107346535E0,-2.759101629E0
8.717557872E1,-1.187021732E-1,-8.612670898E-1,-1.961595058E0
8.718057070E1,7.354709506E-1,-6.347646713E-1,-1.246352553E0
8.718556268E1,1.352881193E0,-4.421339035E-1,-5.605483651E-1
8.719055465E1,1.748068213E0,-3.311796188E-1,2.868485451E-2
8.719554663E1,2.112893343E0,-3.161325455E-1,5.833025575E-1
8.720053861E1,2.241803885E0,-4.255752563E-1,1.136533260E0
8.720553059E1,2.197325945E0,-5.445785522E-1,1.645189047E0
8.721052257E1,2.113628626E0,-6.683511734E-1,2.070847750E0
8.721551455E1,2.019715786E0,-8.303489685E-1,2.332137346E0
8.722050653E1,1.782107592E0,-1.001806259E0,2.457639456E0
8.722549851E1,1.458576441E0,-1.201834679E0,2.495093584E0
8.723049049E1,1.106860638E0,-1.387328148E0,2.502139330E0
8.723548247E1,7.606034279E-1,-1.625240326E0,2.407235146E0
8.724047445E1,4.295960069E-1,-1.858092785E0,2.315724373E0
8.724546642E1,1.281889677E-1,-2.047615528E0,2.199226618E0
8.725045840E1,-1.149554849E-1,-2.212986946E0,2.053135395E0
8.725545038E1,-2.905036211E-1,-2.373371124E0,1.863297701E0
8.726044236E1,-3.985037208E-1,-2.509629250E0,1.692228317E0
8.726543434E1,-4.868780971E-1,-2.626564980E0,1.501875877E0
8.727042632E1,-5.748390555E-1,-2.733764172E0,1.282865047E0
8.727541830E1,-6.768044233E-1,-2.792986393E0,1.030486107E0
8.728041028E1,-7.259691954E-1,-2.861686230E0,7.545241117E-1
8.728540226E1,-7.462105751E-1,-2.915934086E0,4.980030358E-1
8.729039424E1,-7.519605160E-1,-2.888799191E0,2.130653262E-1
8.729538622E1,-7.289386392E-1,-2.833001614E0,-7.655742764E-2
8.730037820E1,-6.676598191E-1,-2.734241009E0,-3.232645988E-1
8.730537018E1,-5.538617373E-1,-2.621270180E0,-5.463316441E-1
8.731036215E1,-3.779942393E-1,-2.532369614E0,-7.603459358E-1
8.731535413E1,-2.405187488E-1,-2.414895058E0,-9.126554728E-1
8.732034611E1,-1.126506329E-1,-2.311914444E0,-1.003266931E0
8.732533809E1,2.002131939E-2,-2.213831902E0,-1.084614277E0
8.733033007E1,1.239050627E-1,-2.149333477E0,-1.113347769E0
8.733532205E1,2.182127237E-1,-2.108804226E0,-1.151489139E0
8.734031403E1,3.268626332E-1,-2.077856541E0,-1.189086437E0
8.734530601E1,4.019018412E-1,-2.085178852E0,-1.221180797E0
8.735029799E1,4.674331546E-1,-2.092444897E0,-1.261794567E0
8.735528997E1,5.424923897E-1,-2.109231472E0,-1.291774154E0
8.736028195E1,5.842311382E-1,-2.140291214E0,-1.311073065E0
8.736527393E1,5.544326305E-1,-2.195169449E0,-1.286120892E0
8.737026590E1,5.009533763E-1,-2.197324753E0,-1.260040760E0
8.737525788E1,4.571472406E-1,-2.204232216E0,-1.199512839E0
8.738024986E1,3.655131459E-1,-2.249373436E0,-1.104688168E0
8.738524184E1,2.642118931E-1,-2.260982513E0,-1.052265882E0
8.739023382E1,1.389022470E-1,-2.291711807E0,-9.993820190E-1
8.739522580E1,-1.985430717E-2,-2.293712616E0,-9.127919078E-1
8.740021778E1,-2.120234370E-1,-2.290933609E0,-8.690813780E-1
8.740520976E1,-4.090716839E-1,-2.254708290E0,-8.397176266E-1
8.741020174E1,-4.866431952E-1,-2.252036095E0,-8.439414501E-1
8.741519372E1,-5.594067574E-1,-2.230247498E0,-8.913830519E-1
8.742018570E1,-6.322000027E-1,-2.208499908E0,-9.819457531E-1
8.742517768E1,-7.002393007E-1,-2.167662621E0,-1.101232886E0
8.743016965E1,-7.396584749E-1,-2.136458397E0,-1.239631653E0
8.743516163E1,-7.171128392E-1,-2.081407070E0,-1.378061533E0
8.744015361E1,-6.134459972E-1,-1.988175869E0,-1.511436343E0
8.744514559E1,-4.908740520E-1,-1.852020741E0,-1.653972268E0
8.745013757E1,-3.253499269E-1,-1.735145092E0,-1.795695543E0
8.745512955E1,-1.360600591E-1,-1.594476700E0,-1.931657791E0
8.746012153E1,3.387683630E-2,-1.439609528E0,-2.071183205E0
8.746511351E1,2.847687006E-1,-1.332741737E0,-2.214233398E0
8.747010549E1,5.398898721E-1,-1.235557556E0,-2.355849028E0
8.747509747E1,7.655954361E-1,-1.191099167E0,-2.491317987E0
8.748008945E1,9.760569930E-1,-1.189757347E0,-2.616146803E0
8.748508142E1,1.209185719E0,-1.212384224E0,-2.711500645E0
8.749007340E1,1.493439078E0,-1.211152077E0,-2.763521671E0
8.749506538E1,1.699665070E0,-1.243485451E0,-2.758293629E0
8.750005736E1,1.899535894E0,-1.242408752E0,-2.681836367E0
8.750504934E1,2.011761189E0,-1.251007080E0,-2.553536177E0
8.751004132E1,2.064889431E0,-1.197554588E0,-2.368787766E0
8.751503330E1,2.111453772E0,-1.077348709E0,-2.113233089E0
8.752002528E1,2.079882383E0,-8.856611252E-1,-1.834486604E0
8.752501726E1,2.008435249E0,-6.369199753E-1,-1.618421555E0
8.753000924E1,1.945096731E0,-3.359603882E-1,-1.507969260E0
8.753500122E1,1.880347967E0,-3.544712067E-2,-1.469634295E0
8.753999320E1,1.785606384E0,2.837638855E-1,-1.422093630E0
8.754498518E1,1.718273640E0,5.881834030E-1,-1.398725748E0
8.754997715E1,1.697674751E0,9.639511108E-1,-1.346570611E0
8.755496913E1,1.699853420E0,1.334491730E0,-1.312884808E0
8.755996111E1,1.700873733E0,1.738104820E0,-1.320986986E0
8.756495309E1,1.777294993E0,2.189116478E0,-1.437592506E0
8.756994507E1,1.766611576E0,2.850109100E0,-1.614400864E0
8.757493705E1,1.649975300E0,3.773447037E0,-1.822593927E0
8.757992903E1,1.351261616E0,5.025783539E0,-2.004691124E0
8.758492101E1,9.332369566E-1,6.601925850E0,-2.046530008E0
8.758991299E1,4.732440710E-1,8.291002274E0,-1.834926248E0
8.759490497E1,1.587769091E-1,9.934987068E0,-1.204637289E0
8.759989695E1,-3.217023611E-2,1.118955517E1,6.688016653E-2
8.760488893E1,-3.130168915E-1,1.179216671E1,1.954643488E0
8.760988090E1,-7.168451548E-1,1.129891014E1,4.325316429E0
8.761487288E1,-9.149677753E-1,9.826020241E0,6.373014450E0
8.761986486E1,-5.547147393E-1,7.742998123E0,7.190930843E0
8.762485684E1,-3.211258352E-1,5.581406593E0,6.975951672E0
8.762984882E1,-2.822172940E-1,3.762084007E0,6.521571159E0
8.763484080E1,-2.093264759E-1,2.284511566E0,6.218930721E0
8.763983278E1,1.745080054E-1,1.052565575E0,5.971300125E0
8.764482476E1,8.785293698E-1,7.549476624E-2,5.754336834E0
8.764981674E1,1.649546385E0,-6.661348343E-1,5.634702682E0
8.765480872E1,2.234519005E0,-1.139110565E0,5.540648460E0
8.765980070E1,2.633649111E0,-1.401136398E0,5.429246902E0
8.766479268E1,2.918990850E0,-1.533734322E0,5.234211445E0
8.766978465E1,2.994526148E0,-1.403133392E0,4.903619766E0
8.767477663E1,2.975053072E0,-1.076585770E0,4.500577927E0
8.767976861E1,2.663938284E0,-5.591049194E-1,3.935149431E0
8.768476059E1,2.022678137E0,-2.956953049E-1,3.365830421E0
8.768975257E1,1.175673604E0,7.741355896E-2,2.888533831E0
8.769474455E1,5.159218609E-2,6.461925507E-1,2.484920025E0
8.769973653E1,-8.418892026E-1,1.286073685E0,2.002908945E0
8.770472851E1,-1.542498350E0,1.949177742E0,1.424515486E0
8.770972049E1,-2.107334137E0,2.506377220E0,7.080029249E-1
8.771471247E1,-2.444674492E0,3.134812355E0,-1.060947925E-1
8.771970445E1,-2.654380083E0,3.518825531E0,-1.073277712E0
8.772469642E1,-2.869726658E0,3.280976295E0,-2.193331003E0
8.772968840E1,-3.258487701E0,2.685070992E0,-3.382519245E0
8.773468038E1,-3.640100002E0,2.070995331E0,-4.564239502E0
8.773967236E1,-3.648677349E0,1.357247353E0,-5.217576981E0
8.774466434E1,-2.879188061E0,5.772638321E-1,-4.796062469E0
8.774965632E1,-1.708985686E0,-2.592830658E-1,-3.573434591E0
8.775464830E1,-8.401103020E-1,-9.322223663E-1,-2.256741762E0
8.775964028E1,-4.200748801E-1,-1.518195152E0,-1.097691417E0
8.776463226E1,-3.343503475E-1,-2.060342312E0,-3.051740527E-1
8.776962424E1,-1.812133789E-1,-2.640012741E0,3.276050091E-1
8.777461622E1,-1.762008667E-1,-3.099345684E0,6.813912392E-1
8.777960820E1,-1.708912253E-1,-3.605878830E0,9.572218657E-1
8.778460018E1,-2.085095048E-1,-3.968264103E0,1.136071682E0
8.778959215E1,-1.885401011E-1,-4.296659470E0,1.304518700E0
8.779458413E1,-6.771087646E-2,-4.567150116E0,1.501610041E0
8.779957611E1,2.045309544E-2,-4.765393734E0,1.608692527E0
8.780456809E1,4.259705544E-3,-4.963193417E0,1.616917610E0
8.780956007E1,3.215265274E-2,-5.064873219E0,1.555799365E0
8.781455205E1,4.665720463E-2,-5.084887028E0,1.377935886E0
8.781954403E1,6.674069166E-2,-5.037682056E0,1.165074110E0
8.782453601E1,1.305931807E-1,-4.875509739E0,9.364740849E-1
8.782952799E1,1.854329109E-1,-4.689370632E0,7.593598962E-1
8.783451997E1,1.831661463E-1,-4.670591831E0,5.669794083E-1
8.783951195E1,2.284516692E-1,-4.565540314E0,3.353512883E-1
8.784450393E1,3.779990673E-1,-4.412647247E0,7.842656970E-2
8.784949590E1,6.169170141E-1,-4.259858131E0,-2.381245792E-1
8.785448788E1,9.303205609E-1,-4.097688675E0,-5.770013332E-1
8.785947986E1,1.318270683E0,-3.907054424E0,-9.057254791E-1
8.786447184E1,1.694924355E0,-3.754979610E0,-1.249602675E0
8.786946382E1,2.027482033E0,-3.493162155E0,-1.518973827E0
8.787445580E1,2.197037220E0,-3.246083260E0,-1.681470275E0
8.787944778E1,2.012420893E0,-2.908575535E0,-1.704453111E0
8.788443976E1,1.631053209E0,-2.413930893E0,-1.559596539E0
8.788943174E1,1.363748670E0,-1.810206890E0,-1.213291287E0
8.789442372E1,1.220046759E0,-1.140532494E0,-6.361896396E-1
8.789941570E1,1.076152921E0,-3.952980042E-1,-2.848070860E-2
8.790440768E1,7.796154618E-1,3.490018845E-1,5.532088876E-1
8.790939965E1,3.168181777E-1,9.920635223E-1,1.081191301E0
8.791439163E1,-2.306138277E-1,1.491048813E0,1.623571157E0
8.791938361E1,-7.287280560E-1,1.803153992E0,2.114457369E0
8.792437559E1,-1.130130887E0,1.928611755E0,2.530897617E0
8.792936757E1,-1.339560151E0,1.862877846E0,2.773236275E0
8.793435950E1,-1.419993997E0,1.524828911E0,2.779807091E0
8.793935143E1,-1.343527198E0,1.062981606E0,2.369261503E0
8.794434335E1,-1.115485430E0,7.882852554E-1,1.661384344E0
8.794933528E1,-8.748447895E-1,6.909198761E-1,9.288896918E-1
8.795432721E1,-7.029631138E-1,7.802057266E-1,3.817708492E-1
8.795931913E1,-5.713282824E-1,1.012822151E0,-2.353370190E-2
8.796431106E1,-3.990586996E-1,1.364569664E0,-2.687607408E-1
8.796930299E1,-9.585916996E-2,1.873441696E0,-3.068611026E-1
8.797429492E1,3.186312914E-1,2.457861900E0,-1.144950390E-1
8.797928684E1,7.340655327E-1,3.074646950E0,1.643563509E-1
8.798427877E1,1.069353819E0,3.699851036E0,3.905985951E-1
8.798927070E1,1.381994486E0,4.271212578E0,5.680444241E-1
8.799426262E1,1.787132978E0,4.750468254E0,6.666055322E-1
8.799925455E1,2.299539566E0,5.065953255E0,7.998565435E-1
8.800424648E1,2.857876301E0,5.103173256E0,9.671379328E-1
8.800923840E1,3.104568481E0,4.838735580E0,1.111145496E0
8.801423033E1,2.868191004E0,4.263524055E0,1.256216526E0
8.801922226E1,2.129723072E0,3.573976517E0,1.340840340E0
8.802421419E1,1.213596702E0,2.865720749E0,1.389585614E0
8.802920611E1,5.593841076E-1,2.401756287E0,1.460291028E0
8.803419804E1,-1.065731049E-4,2.067133904E0,1.510450244E0
8.803918997E1,-6.511703730E-1,1.852240562E0,1.564620256E0
8.804418189E1,-1.292878389E0,1.699644089E0,1.604174137E0
8.804917382E1,-1.814573765E0,1.585502625E0,1.510098100E0
8.805416575E1,-2.311334133E0,1.548189163E0,1.302295208E0
8.805915768E1,-2.892961979E0,1.673756599E0,9.430530667E-1
8.806414960E1,-3.430132866E0,1.852059364E0,3.899726272E-1
8.806914153E1,-3.904113770E0,2.149957657E0,-1.795663834E-1
8.807413351E1,-4.147765636E0,2.428628922E0,-8.847434521E-1
8.807912549E1,-4.285725117E0,2.721592903E0,-1.653551817E0
8.808411747E1,-4.083993912E0,2.971400261E0,-2.553094625E0
8.808910945E1,-3.585937500E0,3.144613266E0,-3.339763403E0
8.809410142E1,-2.935491085E0,3.289103508E0,-3.999816895E0
8.809909340E1,-2.104175091E0,3.409674644E0,-4.509707451E0
8.810408538E1,-1.226112962E0,3.487219810E0,-4.836340427E0
8.810907736E1,-3.682559729E-1,3.545724869E0,-4.951224327E0
8.811406934E1,3.260093927E-1,3.551721573E0,-4.859673977E0
8.811906132E1,7.949375510E-1,3.538783073E0,-4.547635078E0
8.812405330E1,1.077054501E0,3.540366173E0,-4.044449806E0
8.812904528E1,1.239812970E0,3.585142136E0,-3.508472919E0
8.813403726E1,1.321796536E0,3.610788345E0,-2.978891850E0
8.813902924E1,1.395093441E0,3.540716171E0,-2.375280857E0
8.814402122E1,1.311624765E0,3.341459274E0,-1.684195280E0
8.814901320E1,1.119368434E0,3.003535271E0,-8.822312355E-1
8.815400518E1,8.426434994E-1,2.527110100E0,-7.488012314E-2
8.815899715E1,4.578967094E-1,1.945911407E0,7.000902295E-1
8.816398913E1,-4.901146889E-2,1.365366936E0,1.366828442E0
8.816898111E1,-6.542812586E-1,7.042140961E-1,1.911682844E0
8.817397309E1,-1.238828063E0,1.516246796E-2,2.306660891E0
8.817896507E1,-1.683891416E0,-6.970405579E-1,2.509063482E0
8.818395705E1,-2.014067411E0,-1.413257599E0,2.514611721E0
8.818894903E1,-2.230113983E0,-2.042703152E0,2.390415668E0
8.819394101E1,-2.303851366E0,-2.580754280E0,2.112655163E0
8.819893299E1,-2.235570431E0,-3.013236523E0,1.772058964E0
8.820392497E1,-2.039827824E0,-3.349861145E0,1.416433692E0
8.820891695E1,-1.659115195E0,-3.629006863E0,1.079016328E0
8.821390893E1,-1.255758882E0,-3.798090458E0,7.836175561E-1
8.821890090E1,-8.629683256E-1,-3.928929806E0,5.685698390E-1
8.822389288E1,-4.996247292E-1,-4.026279926E0,4.149821401E-1
8.822888486E1,-1.702940464E-1,-4.042302608E0,2.465082407E-1
8.823387684E1,1.826912165E-1,-4.010544300E0,1.060068607E-2
8.823886882E1,4.639138579E-1,-3.954932690E0,-1.873385906E-1
8.824386080E1,6.687664390E-1,-3.861138821E0,-3.712508678E-1
8.824885278E1,8.833547831E-1,-3.777030468E0,-5.028111935E-1
8.825384476E1,1.055140734E0,-3.621268749E0,-5.389087200E-1
8.825883674E1,1.193785429E0,-3.518242836E0,-5.510916710E-1
8.826382872E1,1.260987401E0,-3.410468102E0,-5.486705303E-1
8.826882070E1,1.314186811E0,-3.331398010E0,-5.170276165E-1
8.827381268E1,1.362986803E0,-3.324028015E0,-5.326410532E-1
8.827880465E1,1.359256268E0,-3.340463638E0,-5.762255192E-1
8.828379663E1,1.384275913E0,-3.356790543E0,-6.000466347E-1
8.828878861E1,1.418865681E0,-3.358694077E0,-6.378493309E-1
8.829378059E1,1.448600769E0,-3.422736168E0,-6.610620022E-1
8.829877257E1,1.444786429E0,-3.529715538E0,-6.888642311E-1
8.830376455E1,1.483808994E0,-3.607869625E0,-7.022045851E-1
8.830875653E1,1.508320808E0,-3.681141376E0,-7.107081413E-1
8.831374851E1,1.523172379E0,-3.754320621E0,-7.144284248E-1
8.831874049E1,1.461618900E0,-3.789134502E0,-6.942847967E-1
8.832373247E1,1.385599375E0,-3.852620602E0,-6.933821440E-1
8.832872445E1,1.352487087E0,-3.839544773E0,-6.926558018E-1
8.833371642E1,1.266565681E0,-3.831303120E0,-5.916768312E-1
8.833870840E1,1.151767373E0,-3.799193859E0,-4.527081251E-1
8.834370038E1,1.012686968E0,-3.748010159E0,-2.754908800E-1
8.834869236E1,9.017517567E-1,-3.677769184E0,-1.363976002E-1
8.835368434E1,8.714203835E-1,-3.593245029E0,3.667068481E-2
8.835867632E1,8.308696151E-1,-3.518316746E0,1.579023600E-1
8.836366830E1,7.371122837E-1,-3.395532608E0,1.703370810E-1
8.836866028E1,6.713672876E-1,-3.263227463E0,1.218816042E-1
8.837365226E1,6.048515439E-1,-3.126186371E0,-1.630663872E-3
8.837864424E1,5.470324755E-1,-2.917481899E0,-1.811316013E-1
8.838363622E1,5.217628479E-1,-2.723320484E0,-4.311555624E-1
8.838862820E1,5.532151461E-1,-2.500651360E0,-7.280262709E-1
8.839362018E1,5.076266527E-1,-2.244779587E0,-1.029215217E0
8.839861215E1,4.519695044E-1,-2.017984390E0,-1.325650930E0
8.840360413E1,4.389302135E-1,-1.786802769E0,-1.550859690E0
8.840859611E1,4.682176709E-1,-1.541722298E0,-1.714742422E0
8.841358809E1,5.496404171E-1,-1.282792091E0,-1.879980922E0
8.841858007E1,6.594861746E-1,-1.033932686E0,-2.027530670E0
8.842357205E1,7.021642923E-1,-7.377729416E-1,-2.195950031E0
8.842856403E1,7.444483042E-1,-4.804925919E-1,-2.294546843E0
8.843355601E1,8.725776076E-1,-1.902866364E-1,-2.289883614E0
8.843854799E1,9.574302435E-1,4.676151276E-2,-2.215317726E0
8.844353997E1,1.008469105E0,3.120861053E-1,-2.084722996E0
8.844853195E1,1.106837392E0,4.957580566E-1,-1.930782557E0
8.845352392E1,1.252461672E0,6.840686798E-1,-1.862699628E0
8.845851590E1,1.334988832E0,8.435983658E-1,-1.913212180E0
8.846350788E1,1.416494608E0,1.041371346E0,-2.014883280E0
8.846849986E1,1.497084141E0,1.272579193E0,-2.191459656E0
8.847349184E1,1.519251108E0,1.527625084E0,-2.399700165E0
8.847848382E1,1.439842701E0,1.878229141E0,-2.649035931E0
8.848347580E1,1.392778277E0,2.386485100E0,-2.857769728E0
8.848846778E1,1.277642012E0,3.286608696E0,-2.972849369E0
8.849345976E1,1.128257394E0,4.578227997E0,-2.960095406E0
8.849845174E1,9.689044356E-1,6.241869926E0,-2.804296970E0
8.850344372E1,5.425033569E-1,8.057216644E0,-2.614890575E0
8.850843570E1,1.993170083E-1,1.002885532E1,-2.282197475E0
8.851342768E1,-5.999702215E-1,1.164476395E1,-1.620983958E0
8.851841965E1,-1.431997538E0,1.348864174E1,-1.173851967E0
8.852341163E1,-2.316644192E0,1.424940014E1,-6.469762325E-1
8.852840361E1,-2.637141943E0,1.253629684E1,4.015291333E-1
8.853339559E1,-2.767159462E0,1.012166500E1,1.572438478E0
8.853838757E1,-2.808229923E0,7.546781540E0,2.497560263E0
8.854337955E1,-2.584607124E0,4.979361534E0,3.216603756E0
8.854837153E1,-2.331568956E0,2.668226242E0,3.730931520E0
8.855336351E1,-1.987648010E0,8.236341476E-1,4.089803219E0
8.855835549E1,-1.447981954E0,-5.788040161E-1,4.327659607E0
8.856334747E1,-8.323000073E-1,-1.525202751E0,4.378365040E0
8.856833945E1,-1.835389435E-1,-2.063988209E0,4.194069862E0
8.857333142E1,4.505397379E-1,-2.296195030E0,3.807832718E0
8.857832340E1,1.075370073E0,-2.370559692E0,3.501258135E0
8.858331538E1,1.466876268E0,-2.277782440E0,3.201908112E0
8.858830736E1,1.606487989E0,-2.132903576E0,2.957094193E0
8.859329934E1,1.341600180E0,-1.845089436E0,2.848210573E0
8.859829132E1,8.919703960E-1,-1.538756371E0,2.818419933E0
8.860328330E1,5.348589420E-1,-1.261617661E0,2.772960424E0
8.860827528E1,1.793178916E-1,-8.843698502E-1,2.689024448E0
8.861326726E1,-1.985770315E-1,-5.457248688E-1,2.548360348E0
8.861825924E1,-4.361417890E-1,-1.786127090E-1,2.322905540E0
8.862325122E1,-5.812414885E-1,1.129627228E-2,1.936339140E0
8.862824320E1,-7.297734022E-1,1.963739395E-1,1.436572075E0
8.863323518E1,-8.101460338E-1,9.074831009E-1,9.051552415E-1
8.863822715E1,-9.227228165E-1,1.350113869E0,2.945467830E-1
8.864321913E1,-1.192544341E0,1.534136772E0,-2.326860428E-1
8.864821111E1,-1.270842910E0,1.689414024E0,-6.575090885E-1
8.865320309E1,-1.315905809E0,1.830342293E0,-9.559353590E-1
8.865819507E1,-1.313680172E0,1.947371483E0,-1.166280270E0
8.866318705E1,-1.211617708E0,1.978333473E0,-1.308007836E0
8.866817903E1,-1.062519312E0,1.904146194E0,-1.434294224E0
8.867317101E1,-8.233923912E-1,1.734421730E0,-1.421555161E0
8.867816299E1,-5.516597629E-1,1.454877853E0,-1.265707731E0
8.868315497E1,-2.997744083E-1,1.084757805E0,-1.000663280E0
8.868814695E1,-1.201484203E-1,6.959276199E-1,-6.264603138E-1
8.869313892E1,-4.614105821E-2,3.075447083E-1,-2.531718016E-1
8.869813090E1,-1.011103392E-3,-8.037376404E-2,1.097460389E-1
8.870312288E1,6.324464083E-2,-4.677848816E-1,4.244132042E-1
8.870811486E1,2.237799764E-2,-8.020629883E-1,6.623450518E-1
8.871310684E1,-3.966450691E-3,-1.126300812E0,8.142252564E-1
8.871809882E1,-2.061519027E-2,-1.416582108E0,8.803564906E-1
8.872309080E1,-4.669964314E-2,-1.649052620E0,8.845967054E-1
8.872808278E1,-5.352985859E-2,-1.838131428E0,8.509402871E-1
8.873307476E1,-9.365907311E-2,-1.955173016E0,7.794448137E-1
8.873806674E1,-1.910717189E-1,-2.052894115E0,7.130724192E-1
8.874305872E1,-2.835137546E-1,-2.088272572E0,6.614021659E-1
8.874805070E1,-3.616842031E-1,-2.085319996E0,6.147748232E-1
8.875304268E1,-4.255475998E-1,-2.001043797E0,5.062086582E-1
8.875803465E1,-5.230007172E-1,-1.969451427E0,4.266818166E-1
8.876302663E1,-5.966514945E-1,-1.880502224E0,3.042433262E-1
8.876801861E1,-6.656417847E-1,-1.786881924E0,1.340883970E-1
8.877301059E1,-7.108144760E-1,-1.750786304E0,-5.521547794E-2
8.877800257E1,-7.131091952E-1,-1.719552994E0,-2.398846745E-1
8.878299455E1,-6.486930251E-1,-1.736218929E0,-3.625216484E-1
8.878798653E1,-4.794415236E-1,-1.752882481E0,-5.042718649E-1
8.879297851E1,-3.344976902E-1,-1.769508839E0,-6.122287512E-1
8.879797049E1,-1.706771255E-1,-1.800403118E0,-7.243167758E-1
8.880296247E1,2.638334036E-2,-1.850310802E0,-8.212198615E-1
8.880795445E1,2.901271582E-1,-1.928777218E0,-8.934319615E-1
8.881294642E1,5.198067427E-1,-2.030992031E0,-9.408993125E-1
8.881793840E1,7.681375146E-1,-2.147358894E0,-9.684472084E-1
8.882293038E1,1.044526100E0,-2.225263596E0,-9.856815338E-1
8.882792236E1,1.253448844E0,-2.259967804E0,-1.007019877E0
8.883291434E1,1.442733049E0,-2.280204773E0,-9.844078422E-1
8.883790632E1,1.555030704E0,-2.214252472E0,-9.513537884E-1
8.884289830E1,1.595082045E0,-2.186555862E0,-9.077435136E-1
8.884789028E1,1.644222260E0,-2.173157692E0,-8.392035961E-1
8.885288226E1,1.668998122E0,-2.174039841E0,-7.697174549E-1
8.885787424E1,1.626335502E0,-2.193972588E0,-7.136777639E-1
8.886286622E1,1.645534277E0,-2.209034920E0,-6.999600530E-1
8.886785820E1,1.602275372E0,-2.271854401E0,-7.622449398E-1
8.887285012E1,1.520659804E0,-2.339364052E0,-7.812948227E-1
8.887784205E1,1.486760616E0,-2.421154976E0,-7.908928394E-1
8.888283398E1,1.457537293E0,-2.507646561E0,-7.671965361E-1
8.888782590E1,1.437889099E0,-2.641873837E0,-7.485730648E-1
8.889281783E1,1.451629400E0,-2.775937557E0,-7.013452053E-1
8.889780976E1,1.407684088E0,-2.895501614E0,-6.542190313E-1
8.890280169E1,1.435181975E0,-3.010163784E0,-5.929228067E-1
