"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.464709017E2,-1.315162182E-1,-8.958126068E0,-4.997105598E-1
2.464758938E2,-5.096347332E-1,-8.469950676E0,-3.804436028E-1
2.464808858E2,-8.734592199E-1,-8.025256157E0,8.137285709E-3
2.464858778E2,-1.313434482E0,-7.499667645E0,6.765323281E-1
2.464908699E2,-1.800980210E0,-6.931666374E0,1.362185955E0
2.464958619E2,-2.513288021E0,-5.933970451E0,2.016964674E0
2.465008539E2,-3.427296638E0,-3.612948895E0,2.974416256E0
2.465058460E2,-4.559392929E0,2.110061646E-1,4.224363804E0
2.465108380E2,-6.080272675E0,4.817882538E0,5.264422417E0
2.465158300E2,-7.466711521E0,1.016292286E1,6.636106968E0
2.465208221E2,-7.548027992E0,1.554189682E1,8.561320305E0
2.465258141E2,-5.887032509E0,2.034321785E1,9.794245720E0
2.465308061E2,-3.880730152E0,2.354558563E1,9.245082855E0
2.465357982E2,-1.732438087E0,2.426810455E1,7.834975243E0
2.465407902E2,-1.797919273E-1,2.237724876E1,5.516196251E0
2.465457822E2,-2.550730705E0,1.826897049E1,2.918491364E0
2.465507742E2,-5.617230415E0,1.474703693E1,2.157485485E0
2.465557663E2,-7.015410900E0,1.472697258E1,2.053564072E0
2.465607583E2,-6.722105503E0,1.574623680E1,1.567573071E0
2.465657503E2,-6.238435745E0,1.536042213E1,8.622083664E-1
2.465707424E2,-6.580701351E0,1.474864101E1,-5.612629056E-1
2.465757344E2,-7.346524715E0,1.429881001E1,-2.410597324E0
2.465807264E2,-8.238376617E0,1.473656559E1,-4.068840504E0
2.465857185E2,-8.738206863E0,1.495846081E1,-6.433416367E0
2.465907105E2,-8.274523735E0,1.386709881E1,-8.463219643E0
2.465957025E2,-6.798986435E0,1.231910992E1,-8.362909317E0
2.466006946E2,-4.068220139E0,1.054459667E1,-6.273869038E0
2.466056866E2,-9.017032385E-1,9.046591759E0,-3.020963430E0
2.466106786E2,7.786961794E-1,7.963687897E0,-2.901929617E-1
2.466156707E2,1.116933107E0,7.037081718E0,1.300377250E0
2.466206627E2,1.026057720E0,6.070471764E0,2.022695780E0
2.466256547E2,1.227433443E0,5.217254639E0,2.200285912E0
2.466306467E2,1.697580934E0,4.459004402E0,1.801643729E0
2.466356388E2,2.069496870E0,3.758419991E0,9.380729198E-1
2.466406308E2,2.315620899E0,3.202378273E0,4.431864023E-1
2.466456228E2,2.598718643E0,2.499420166E0,4.716615677E-1
2.466506149E2,3.019848585E0,1.736179352E0,6.576610804E-1
2.466556069E2,3.297016859E0,7.837142944E-1,9.287081957E-1
2.466605989E2,3.478064060E0,4.856967926E-2,9.556452036E-1
2.466655910E2,3.810722828E0,-3.982477188E-1,5.397946835E-1
2.466705830E2,4.509723186E0,-8.158864975E-1,-2.911531925E-1
2.466755750E2,5.398731232E0,-1.228637695E0,-1.442568421E0
2.466805671E2,6.307189941E0,-1.693993568E0,-2.567418814E0
2.466855591E2,6.907051086E0,-2.216551781E0,-3.502227783E0
2.466905511E2,6.924526215E0,-2.924839497E0,-4.362958908E0
2.466955432E2,5.450534821E0,-3.727156162E0,-4.816381454E0
2.467005352E2,2.218318701E0,-4.264655113E0,-4.553361416E0
2.467055272E2,-6.573871374E-1,-4.939998150E0,-3.991390705E0
2.467105192E2,-1.503054857E0,-6.107129574E0,-3.754634857E0
2.467155113E2,-6.851905584E-1,-7.176845074E0,-3.750205040E0
2.467205033E2,5.286258459E-1,-7.756536484E0,-3.909355640E0
2.467254953E2,1.460073233E0,-7.927699566E0,-3.943034172E0
2.467304874E2,1.736560464E0,-8.245548248E0,-3.393326283E0
2.467354794E2,1.899195194E0,-8.949176788E0,-2.542338848E0
2.467404714E2,1.943663001E0,-9.474071503E0,-1.612646461E0
2.467454635E2,1.870354414E0,-1.020812607E1,-6.733283997E-1
2.467504555E2,1.827125192E0,-1.063497448E1,3.502531052E-1
2.467554475E2,1.737218499E0,-1.117138100E1,1.135218978E0
2.467604396E2,1.595448613E0,-1.149701881E1,1.659513831E0
2.467654316E2,1.267555237E0,-1.173661900E1,1.904993296E0
2.467704236E2,1.093023419E0,-1.186158943E1,1.876489282E0
2.467754156E2,9.234130383E-1,-1.183847237E1,1.692893863E0
2.467804077E2,7.494006753E-1,-1.159551907E1,1.309979200E0
2.467853997E2,5.950611830E-1,-1.147715855E1,7.935247421E-1
2.467903917E2,6.755792499E-1,-1.150699806E1,2.332929373E-1
2.467953838E2,7.277674079E-1,-1.134041882E1,-2.901372313E-1
2.468003758E2,6.606630683E-1,-1.119287300E1,-7.291696072E-1
2.468053678E2,6.888928413E-1,-1.112664509E1,-9.638091326E-1
2.468103599E2,8.217979074E-1,-1.100307655E1,-1.041070580E0
2.468153519E2,9.778199196E-1,-1.079366493E1,-9.984751344E-1
2.468203439E2,1.132848144E0,-1.060387707E1,-8.493850231E-1
2.468253360E2,1.368026733E0,-1.033331966E1,-6.126296520E-1
2.468303280E2,1.712021112E0,-1.010164738E1,-4.221683741E-1
2.468353200E2,2.035718203E0,-9.760453224E0,-3.982636929E-1
2.468403121E2,2.434878349E0,-9.390995979E0,-6.378778219E-1
2.468453041E2,2.871272087E0,-8.935727119E0,-1.003656626E0
2.468502961E2,3.110269547E0,-8.327623367E0,-1.310804009E0
2.468552882E2,3.286330938E0,-7.561920166E0,-1.101606727E0
2.468602802E2,3.270673513E0,-6.547938347E0,-4.100028276E-1
2.468652722E2,3.150061369E0,-5.219127655E0,4.730287790E-1
2.468702642E2,2.862978697E0,-3.504290104E0,1.458246708E0
2.468752563E2,2.491875172E0,-1.174464226E0,2.585601330E0
2.468802483E2,2.213830709E0,2.070699692E0,4.066850185E0
2.468852403E2,2.086732864E0,6.631592751E0,6.152242661E0
2.468902324E2,1.637983084E0,1.234851360E1,8.609410286E0
2.468952244E2,4.704163074E-1,1.847360229E1,1.030681992E1
2.469002164E2,-1.062227488E0,2.399235535E1,1.012177563E1
2.469052085E2,-2.725401640E0,2.752872849E1,7.549928665E0
2.469102005E2,-4.206853867E0,2.833560944E1,3.861703873E0
2.469151925E2,-3.446144342E0,2.366345787E1,9.172170162E-1
2.469201846E2,-1.897824526E0,1.625140953E1,1.382425427E0
2.469251766E2,-1.644782543E0,1.199438000E1,5.224514008E0
2.469301686E2,-1.886697531E0,1.008830643E1,7.925737858E0
2.469351607E2,-1.790355325E0,8.869711876E0,8.355226517E0
2.469401527E2,-1.541261196E0,8.457031250E0,7.074986458E0
2.469451447E2,-1.401179671E0,8.959717751E0,4.148308754E0
2.469501367E2,-1.041201115E0,9.861060143E0,1.555611968E0
2.469551288E2,-3.867943287E-1,1.118034363E1,7.887494564E-1
2.469601208E2,4.179195762E-1,1.241438866E1,5.722035170E-1
2.469651128E2,1.264857054E0,1.396258163E1,-1.503805161E0
2.469701049E2,2.690106630E0,1.595092106E1,-3.582546234E0
2.469750969E2,4.029229164E0,1.637717056E1,-4.421915531E0
2.469800889E2,5.478290558E0,1.511831093E1,-4.590100288E0
2.469850810E2,6.080817223E0,1.302403164E1,-4.408721924E0
2.469900730E2,5.978484154E0,1.096686649E1,-4.053783417E0
2.469950650E2,5.848402500E0,8.756290436E0,-3.331964016E0
2.470000571E2,5.153977394E0,6.685132027E0,-2.335597992E0
2.470050491E2,3.961715221E0,5.198888779E0,-1.572941065E0
2.470100411E2,2.287966013E0,3.570554733E0,-1.016752481E0
2.470150332E2,7.875778079E-1,2.053880692E0,-2.279676199E-1
2.470200252E2,-1.951256990E-1,3.190011978E-1,4.716672897E-1
2.470250172E2,-1.358248949E0,-1.312924385E0,8.173999786E-1
2.470300092E2,-2.858879566E0,-2.487614632E0,9.838094711E-1
2.470350013E2,-4.094364166E0,-3.387180328E0,1.212906003E0
2.470399933E2,-4.940918922E0,-4.074269295E0,1.810814023E0
2.470449853E2,-5.318091869E0,-4.501613617E0,2.218739510E0
2.470499774E2,-5.354235172E0,-4.817663670E0,2.409060478E0
2.470549694E2,-5.116599560E0,-5.132477760E0,2.295355558E0
2.470599614E2,-4.592314243E0,-5.603925228E0,1.689605355E0
2.470649535E2,-4.127835274E0,-5.892429829E0,6.139653921E-1
2.470699455E2,-2.968291998E0,-7.059929371E0,-7.372663021E-1
2.470749375E2,-2.037083387E0,-7.794719219E0,-1.944906116E0
2.470799296E2,-1.395939589E0,-7.442355156E0,-2.376191616E0
2.470849216E2,-6.517288685E-1,-7.319637299E0,-2.573682785E0
2.470899136E2,5.734896660E-2,-7.412075043E0,-2.678546429E0
2.470949057E2,7.652331591E-1,-7.829425335E0,-2.857111216E0
2.470998977E2,1.104479551E0,-8.375102997E0,-2.998494387E0
2.471048897E2,1.074980497E0,-8.700017929E0,-3.068694115E0
2.471098817E2,1.159924507E0,-9.163330078E0,-2.970883608E0
2.471148738E2,1.354931355E0,-1.001361942E1,-2.273051977E0
2.471198658E2,1.478128314E0,-1.061939526E1,-1.542487383E0
2.471248578E2,1.644310236E0,-1.138291264E1,-5.668050051E-1
2.471298499E2,1.723766208E0,-1.192158413E1,-8.193320036E-2
2.471348419E2,1.648957729E0,-1.236016846E1,5.440699458E-1
2.471398339E2,1.591350079E0,-1.278020954E1,5.022363067E-1
2.471448260E2,1.454620838E0,-1.293780899E1,6.003990769E-1
2.471498180E2,1.357984066E0,-1.312492752E1,1.863754392E-1
2.471548100E2,1.205418587E0,-1.302098465E1,2.729483247E-1
2.471598021E2,1.140620828E0,-1.290354729E1,-9.350246191E-2
2.471647941E2,9.776155949E-1,-1.243277359E1,-2.684178650E-1
2.471697861E2,7.653088570E-1,-1.180487919E1,-2.769410312E-1
2.471747782E2,4.412803650E-1,-1.127836609E1,-2.392939627E-1
2.471797702E2,6.660273075E-1,-1.091995621E1,-1.321654022E-1
2.471847622E2,7.463701963E-1,-1.048050404E1,1.919581890E-1
2.471897542E2,5.587319136E-1,-9.897820473E0,8.473568559E-1
2.471947463E2,1.706452370E-1,-9.301201820E0,1.685658336E0
2.471997383E2,-4.082522392E-1,-8.595078468E0,2.299862385E0
2.472047303E2,-1.039268255E0,-7.526158810E0,2.756274223E0
2.472097224E2,-1.631928921E0,-5.855850220E0,3.197182655E0
2.472147144E2,-2.311440229E0,-3.575491428E0,3.673691750E0
2.472197064E2,-2.949742317E0,-5.521821976E-1,4.093868256E0
2.472246985E2,-3.461441517E0,2.686981201E0,4.093441010E0
2.472296905E2,-3.272341251E0,5.357598305E0,3.820475340E0
2.472346825E2,-2.126970291E0,7.054618835E0,3.437667131E0
2.472396746E2,-1.461673260E0,8.301625252E0,2.964198589E0
2.472446666E2,-2.953580618E0,9.855150223E0,2.322798014E0
2.472496586E2,-5.848197460E0,1.165196800E1,2.101037264E0
2.472546506E2,-8.479144096E0,1.391557312E1,2.434711933E0
2.472596427E2,-1.064217472E1,1.621444511E1,3.104266405E0
2.472646347E2,-1.218804550E1,1.840981674E1,2.191998005E0
2.472696267E2,-1.313394451E1,2.022475815E1,-9.624347091E-1
2.472746188E2,-1.210157871E1,2.067539597E1,-4.390573502E0
2.472796108E2,-1.040011311E1,2.000389481E1,-1.050848103E1
2.472846028E2,-8.331402779E0,1.846015549E1,-1.074207878E1
2.472895949E2,-5.640534401E0,1.524341297E1,-7.175565720E0
2.472945869E2,-2.168950558E0,1.296566486E1,-3.845456123E0
2.472995789E2,-6.420824528E-1,1.107595825E1,-1.754811645E0
2.473045710E2,-9.639706612E-1,9.334451675E0,-3.784352541E-1
2.473095630E2,-1.144759417E0,7.975236893E0,9.508473873E-1
2.473145550E2,-1.279565096E0,6.960116386E0,1.866480231E0
2.473195471E2,-1.711658955E0,6.203140259E0,2.538640499E0
2.473245391E2,-2.368768692E0,5.331306458E0,2.988901138E0
2.473295311E2,-3.308647156E0,4.407051086E0,2.966618538E0
2.473345232E2,-3.770598173E0,3.617171288E0,2.781370163E0
2.473395152E2,-3.924536467E0,3.297038078E0,2.417795420E0
2.473445072E2,-4.045175552E0,3.164768219E0,1.625330210E0
2.473494992E2,-3.876481533E0,3.120491028E0,7.653858662E-1
2.473544913E2,-3.503602982E0,3.284164429E0,-1.689375043E-1
2.473594833E2,-2.597348928E0,3.311246872E0,-1.206983924E0
2.473644753E2,-1.360319376E0,3.005657196E0,-1.878877401E0
2.473694674E2,4.833419323E-1,2.983966827E0,-1.824743748E0
2.473744594E2,2.406677246E0,2.699421883E0,-1.465571284E0
2.473794514E2,4.121202469E0,2.380119324E0,-1.412213087E0
2.473844435E2,5.973995209E0,1.949235916E0,-1.989733219E0
2.473894355E2,5.081116199E0,1.339784622E0,-1.389405370E0
2.473944275E2,6.010441780E0,7.382106781E-1,-1.694628954E0
2.473994196E2,7.098304749E0,-7.438182831E-2,-2.353698015E0
2.474044116E2,6.133198738E0,-5.904493332E-1,-2.643477440E0
2.474094036E2,5.928877354E0,-1.517631531E0,-3.525518417E0
2.474143957E2,5.333537579E0,-2.653708458E0,-4.075735569E0
2.474193877E2,4.401229382E0,-3.634432793E0,-3.858092785E0
2.474243797E2,3.596217632E0,-4.584170341E0,-3.397128582E0
2.474293717E2,3.272336006E0,-5.440725327E0,-2.790102720E0
2.474343638E2,3.218704224E0,-6.390768051E0,-2.037413120E0
2.474393558E2,3.381837845E0,-7.443936348E0,-1.325261950E0
2.474443478E2,3.636313200E0,-8.423356056E0,-7.821823359E-1
2.474493399E2,3.890795469E0,-9.180988312E0,-2.973901629E-1
2.474543319E2,3.896595001E0,-9.760278702E0,1.016889215E-1
2.474593239E2,3.768878460E0,-1.012807465E1,4.019516110E-1
2.474643160E2,3.612615824E0,-1.061478043E1,7.623873353E-1
2.474693080E2,3.451691389E0,-1.092383194E1,1.069067955E0
2.474743000E2,2.946507454E0,-1.098860550E1,1.452268839E0
2.474792921E2,2.914664268E0,-1.142169285E1,1.501214743E0
2.474842841E2,2.988999844E0,-1.207890892E1,1.392753959E0
2.474892761E2,2.380467892E0,-1.220909119E1,1.365918279E0
2.474942682E2,1.801439524E0,-1.206169987E1,1.315274000E0
2.474992602E2,1.505032301E0,-1.176624489E1,1.279127836E0
2.475042522E2,1.276059270E0,-1.126074028E1,1.167006493E0
2.475092442E2,1.310825586E0,-1.126277924E1,8.737850785E-1
2.475142363E2,1.260215759E0,-1.123600101E1,5.521298051E-1
2.475192283E2,1.186383724E0,-1.102258205E1,3.067077398E-1
2.475242203E2,1.223033071E0,-1.089534855E1,5.101913214E-2
2.475292124E2,1.188501358E0,-1.056721020E1,-2.055337429E-1
2.475342044E2,1.078036308E0,-1.025842762E1,-4.006579518E-1
2.475391964E2,1.168870211E0,-9.954659462E0,-6.443876028E-1
2.475441885E2,1.231352091E0,-9.517164230E0,-8.365008235E-1
2.475491805E2,1.313481688E0,-9.065630913E0,-9.486056566E-1
2.475541725E2,1.501371384E0,-8.614368439E0,-8.569388390E-1
2.475591646E2,1.617951155E0,-8.105959892E0,-3.754622936E-1
2.475641566E2,1.601484776E0,-7.593072891E0,6.295486689E-1
2.475691486E2,1.424006939E0,-6.937087059E0,1.828560710E0
2.475741406E2,1.095736742E0,-5.970883369E0,2.710799217E0
2.475791327E2,5.405631065E-1,-4.570574284E0,3.258261681E0
2.475841247E2,-2.016055584E-2,-2.354031563E0,3.696242571E0
2.475891167E2,-5.621308088E-1,8.212137222E-1,4.254528522E0
2.475941088E2,-9.326068759E-1,5.723769188E0,5.675431252E0
2.475991008E2,-1.854305506E0,1.172466564E1,7.089796066E0
2.476040928E2,-4.026425362E0,1.757411575E1,7.029827595E0
2.476090849E2,-6.235579967E0,2.267473984E1,5.000535488E0
2.476140769E2,-7.919663906E0,2.548857689E1,8.982013464E-1
2.476190689E2,-7.417612553E0,2.353799248E1,-1.780105591E0
2.476240610E2,-4.616301060E0,1.553900337E1,-1.962307692E-1
2.476290530E2,-2.856825590E0,1.065674877E1,4.719146252E0
2.476340450E2,-2.631456137E0,9.789547920E0,7.681206703E0
2.476390371E2,-2.112563372E0,1.014304733E1,8.156250954E0
2.476440291E2,-3.138117790E-1,1.076408291E1,7.110236168E0
2.476490211E2,1.227280974E0,1.192582417E1,5.203205585E0
2.476540132E2,2.284973621E0,1.358070755E1,3.151884556E0
2.476590052E2,3.537093639E0,1.520743370E1,6.700795889E-1
2.476639972E2,4.920532227E0,1.653340721E1,-6.339452267E-1
2.476689892E2,5.999300003E0,1.745236206E1,-1.556702256E0
2.476739813E2,6.707808971E0,1.767118835E1,-2.805361032E0
2.476789733E2,6.889479637E0,1.690192032E1,-3.165117025E0
2.476839653E2,6.245983601E0,1.517272282E1,-2.985530615E0
2.476889574E2,5.837381363E0,1.329274654E1,-2.952991009E0
2.476939494E2,5.355721951E0,1.155464935E1,-2.709367752E0
2.476989414E2,4.891897678E0,1.012127590E1,-2.438955784E0
2.477039335E2,4.295508385E0,8.710451126E0,-1.906841397E0
2.477089254E2,3.071848392E0,6.729675293E0,-1.338125587E0
2.477139174E2,1.514900684E0,4.825947762E0,-4.136117697E-1
2.477189094E2,-2.825486660E-1,3.095528603E0,6.449812651E-1
2.477239014E2,-2.037651539E0,1.361936569E0,1.223069072E0
2.477288934E2,-3.412063122E0,-1.542377472E-1,1.351026416E0
2.477338853E2,-4.177476883E0,-1.065384865E0,1.274632454E0
2.477388773E2,-4.326033592E0,-2.046252728E0,1.301671386E0
2.477438693E2,-4.030845642E0,-3.005677700E0,1.578000426E0
2.477488613E2,-3.655310154E0,-3.886120319E0,1.781527877E0
2.477538533E2,-3.342692375E0,-4.687515736E0,1.542156577E0
2.477588452E2,-3.112790585E0,-5.362152100E0,1.140121579E0
2.477638372E2,-2.617972851E0,-6.245124817E0,5.344223976E-1
2.477688292E2,-1.935187221E0,-7.403106689E0,8.674180508E-2
2.477738212E2,-1.374674559E0,-8.467449188E0,-4.185140729E-1
2.477788132E2,-1.275443316E0,-9.414505959E0,-9.031710625E-1
2.477838051E2,-1.378991604E0,-9.929099083E0,-1.321899891E0
2.477887971E2,-1.102034569E0,-9.859071732E0,-1.724801540E0
2.477937891E2,-5.441133976E-1,-9.272216797E0,-1.816226721E0
2.477987811E2,-2.435112000E-2,-8.915332794E0,-1.912782907E0
2.478037730E2,1.036168337E-1,-8.951012611E0,-2.045142889E0
2.478087650E2,2.511680126E-1,-9.226081848E0,-2.110733032E0
2.478137570E2,2.179678679E-1,-9.606431007E0,-2.088925362E0
2.478187490E2,-5.382537842E-2,-9.714440346E0,-1.959479570E0
2.478237410E2,-1.958732605E-1,-1.003838921E1,-1.525854588E0
2.478287329E2,-8.011198044E-2,-1.053512669E1,-1.391334772E0
2.478337249E2,2.527451515E-2,-1.097958279E1,-1.087521076E0
2.478387169E2,1.672606468E-1,-1.138141537E1,-1.122764349E0
2.478437089E2,4.223976135E-1,-1.163527870E1,-1.010049224E0
2.478487009E2,6.177990437E-1,-1.182738400E1,-1.080988646E0
2.478536929E2,9.058966637E-1,-1.199601460E1,-1.217584133E0
2.478586850E2,1.300936937E0,-1.204540348E1,-1.143685818E0
2.478636770E2,1.511413574E0,-1.195639610E1,-1.190465212E0
2.478686690E2,1.719437480E0,-1.199694347E1,-8.748813868E-1
2.478736611E2,1.920845151E0,-1.179850197E1,-6.851829290E-1
2.478786531E2,2.001629829E0,-1.156686592E1,-4.583698213E-1
2.478836451E2,2.043595314E0,-1.121113491E1,-2.662190199E-1
2.478886372E2,1.975371718E0,-1.077920151E1,-1.280229688E-1
2.478936292E2,1.854599237E0,-1.029501629E1,-2.501100302E-2
2.478986212E2,1.619047880E0,-9.954723358E0,-1.980209351E-2
2.479036133E2,1.321210861E0,-9.629044533E0,1.632678509E-2
2.479086053E2,9.330774546E-1,-9.265233040E0,4.564756155E-1
2.479135973E2,2.443960905E-1,-8.748653412E0,1.353896379E0
2.479185893E2,-5.152609348E-1,-8.194520950E0,2.270012379E0
2.479235814E2,-1.207619190E0,-7.383120537E0,2.957500219E0
2.479285734E2,-2.182456255E0,-6.061390877E0,3.263090611E0
2.479335654E2,-3.829015732E0,-3.675523758E0,3.682018280E0
2.479385575E2,-5.595372677E0,1.980819702E-1,4.398699760E0
2.479435495E2,-6.795208454E0,4.806209564E0,4.938703060E0
2.479485415E2,-7.736051559E0,9.387449265E0,5.402422428E0
2.479535336E2,-7.335198879E0,1.319152927E1,6.302503109E0
2.479585256E2,-5.659505844E0,1.585739613E1,7.252417564E0
2.479635176E2,-4.793461323E0,1.728288269E1,6.825760365E0
2.479685097E2,-5.522415161E0,1.799173737E1,5.521204472E0
2.479735017E2,-6.624830246E0,1.772694016E1,4.334624290E0
2.479784937E2,-7.985404968E0,1.711164665E1,3.115502119E0
2.479834858E2,-8.982979774E0,1.627537155E1,1.983556032E0
2.479884778E2,-9.185938835E0,1.528081512E1,1.028086305E0
2.479934698E2,-8.753495216E0,1.604077721E1,2.012529373E-1
2.479984618E2,-7.726821899E0,1.801687050E1,-1.551439881E0
2.480034539E2,-6.594197273E0,1.892543221E1,-5.892474174E0
2.480084459E2,-6.419684887E0,1.768103790E1,-1.037742996E1
2.480134379E2,-4.876072884E0,1.569168472E1,-1.133705616E1
2.480184300E2,-2.409425497E0,1.413418293E1,-9.334692001E0
2.480234220E2,-3.018403053E-1,1.266289806E1,-6.448205948E0
2.480284140E2,1.461578608E-1,1.136285114E1,-3.869085789E0
2.480334061E2,-3.998510838E-1,1.018021679E1,-2.176961184E0
2.480383981E2,-6.958993673E-1,8.870461464E0,-1.082744598E0
2.480433901E2,-5.548950434E-1,7.333682060E0,-1.472389698E-1
2.480483822E2,-4.731581211E-1,5.910364151E0,6.995916367E-1
2.480533742E2,-3.388469219E-1,4.802016258E0,1.388679624E0
2.480583662E2,-6.096105576E-1,3.951702118E0,1.625662208E0
2.480633583E2,-6.853082180E-1,3.350433350E0,1.585073590E0
2.480683503E2,-7.554901838E-1,2.730957031E0,1.446052670E0
2.480733423E2,-7.804489136E-1,2.213521004E0,1.292162657E0
2.480783343E2,-5.205234289E-1,1.956268311E0,1.111409783E0
2.480833264E2,9.849667549E-3,1.600420952E0,8.066378832E-1
2.480883184E2,5.858812332E-1,1.198722839E0,5.261213779E-1
2.480933104E2,1.254251480E0,7.986412048E-1,1.898188591E-1
2.480983025E2,2.248476982E0,4.236507416E-1,-3.246510029E-1
2.481032945E2,3.376926899E0,1.211805344E-1,-6.178485155E-1
2.481082865E2,4.238729477E0,-2.095165253E-1,-9.652518630E-1
2.481132786E2,4.533676624E0,-9.129123688E-1,-1.298309684E0
2.481182706E2,4.784864426E0,-1.883296490E0,-1.869994998E0
2.481232626E2,4.635207176E0,-2.909602642E0,-2.537459850E0
2.481282547E2,3.778447628E0,-4.020319462E0,-2.948325634E0
2.481332467E2,2.662729263E0,-5.196170807E0,-3.339498997E0
2.481382387E2,1.903965950E0,-6.111610889E0,-3.383947849E0
2.481432308E2,1.519769669E0,-6.790769577E0,-3.064715385E0
2.481482228E2,1.609456539E0,-7.358270645E0,-2.602988958E0
2.481532148E2,1.957115412E0,-7.895568371E0,-2.190280437E0
2.481582068E2,2.256049156E0,-8.407618523E0,-1.773224831E0
2.481631989E2,2.506279230E0,-8.875447273E0,-1.456151724E0
2.481681909E2,2.636182547E0,-9.232304573E0,-1.185215950E0
2.481731829E2,2.746960163E0,-9.468854904E0,-9.926912785E-1
2.481781750E2,2.839461803E0,-9.752715111E0,-7.960627675E-1
2.481831670E2,2.837497711E0,-1.007915115E1,-6.135659218E-1
2.481881590E2,2.889439583E0,-1.048176956E1,-4.536261559E-1
2.481931511E2,2.789755583E0,-1.074069691E1,-2.765653133E-1
2.481981431E2,2.504951715E0,-1.099497032E1,-1.533273458E-1
2.482031351E2,2.158953667E0,-1.108696079E1,-1.022745371E-1
2.482081272E2,1.942840099E0,-1.105524731E1,-1.945523024E-1
2.482131192E2,1.511959076E0,-1.105299282E1,-3.632838726E-1
2.482181112E2,1.210086107E0,-1.092235279E1,-5.369992256E-1
2.482231033E2,1.238466978E0,-1.092636108E1,-7.736752629E-1
2.482280953E2,1.166549563E0,-1.093557644E1,-1.040415406E0
2.482330873E2,1.027353644E0,-1.095948982E1,-1.246982336E0
2.482380793E2,9.447533488E-1,-1.090236568E1,-1.461086154E0
2.482430714E2,9.325993657E-1,-1.083599567E1,-1.649704814E0
2.482480634E2,1.038423657E0,-1.071246147E1,-1.737109423E0
2.482530554E2,1.176098108E0,-1.054605770E1,-1.800669074E0
2.482580475E2,1.312258959E0,-1.043717384E1,-1.750117302E0
2.482630395E2,1.523453832E0,-1.029957867E1,-1.700894356E0
2.482680315E2,1.704914331E0,-9.994521141E0,-1.505153418E0
2.482730236E2,1.971751213E0,-9.675220490E0,-1.301844478E0
2.482780156E2,2.089779377E0,-9.370354652E0,-9.333403111E-1
2.482830076E2,2.111912727E0,-8.802536011E0,-2.850006819E-1
2.482879997E2,2.134742975E0,-8.053482056E0,4.956870079E-1
2.482929917E2,2.067759275E0,-7.300515175E0,1.209003091E0
2.482979837E2,1.901546121E0,-6.462450981E0,1.736370444E0
2.483029758E2,1.612728357E0,-5.304985523E0,2.264159203E0
2.483079678E2,1.642520666E0,-3.608294010E0,2.628394365E0
2.483129598E2,1.494202614E0,-1.143312454E0,3.330376863E0
2.483179518E2,1.236064911E0,2.457153320E0,5.236568928E0
2.483229439E2,2.984365225E-1,6.928137779E0,8.186815262E0
2.483279359E2,-1.100852728E0,1.301400471E1,1.069620514E1
2.483329279E2,-3.065139532E0,1.963160324E1,1.203949356E1
2.483379200E2,-4.692631721E0,2.516410065E1,1.101886845E1
2.483429120E2,-4.326152802E0,2.895422935E1,7.641056061E0
2.483479040E2,-2.960611820E0,3.016432571E1,2.846623182E0
2.483528961E2,5.377399921E-2,2.693450165E1,-1.783995867E0
2.483578881E2,2.352115512E-1,1.863543701E1,-1.071965575E0
2.483628801E2,-5.732672811E-1,1.206335354E1,2.551577091E0
2.483678722E2,-4.216365814E-1,8.826453209E0,3.586679935E0
2.483728642E2,-1.057102203E0,7.408288002E0,2.594814777E0
2.483778562E2,-1.464532375E0,7.197952271E0,7.430038452E-1
2.483828483E2,-1.409063578E0,8.665910721E0,-2.231331825E0
2.483878403E2,-1.150095224E0,1.109697819E1,-3.621645927E0
2.483928323E2,-5.550022721E-1,1.309692860E1,-3.671115398E0
2.483978243E2,9.303396940E-2,1.416315079E1,-3.958772182E0
2.484028164E2,3.927666545E-1,1.457894993E1,-4.332239151E0
2.484078084E2,1.946019530E-1,1.425034618E1,-4.625129223E0
2.484128004E2,2.666149735E-1,1.330357933E1,-4.676618576E0
2.484177925E2,1.043778658E0,1.189799213E1,-3.911977530E0
2.484227845E2,1.564954519E0,1.055097389E1,-2.820649624E0
2.484277765E2,1.628872871E0,9.114336967E0,-2.073314428E0
2.484327686E2,1.106048346E0,7.435445786E0,-1.260085464E0
2.484377606E2,3.837868571E-1,5.610391617E0,-2.338433266E-1
2.484427526E2,-3.328942060E-1,3.725425720E0,4.452633858E-1
2.484477447E2,-1.164009571E0,1.732780457E0,8.780503273E-1
2.484527367E2,-2.172745228E0,6.772232056E-2,1.231691241E0
2.484577287E2,-2.910895109E0,-1.571656227E0,1.228660107E0
2.484627208E2,-3.380151749E0,-2.898571491E0,1.059864044E0
2.484677128E2,-3.553144932E0,-3.927873135E0,6.912752390E-1
2.484727048E2,-3.286636353E0,-4.396668434E0,3.015220165E-2
2.484776968E2,-2.886327505E0,-3.511465073E0,-4.802052379E-1
2.484826889E2,-2.417667389E0,-2.502802849E0,-8.688369989E-1
2.484876809E2,-2.124906540E0,-2.255657196E0,-1.413729668E0
2.484926729E2,-1.363541126E0,-2.147518158E0,-2.106713057E0
2.484976650E2,-9.614682198E-2,-2.034671307E0,-2.643520355E0
2.485026570E2,1.224017859E0,-2.562414169E0,-2.843564510E0
2.485076490E2,1.761150002E0,-3.155978203E0,-2.869104147E0
